DyeingID,FactoryID,BatchID,FabricType,Shade,StartTime,EndTime,GreyKG,FinishKG,BatchLossPct,ReprocessFlag
571,2,B3790,Interlock,Navy,2025-01-28,2025-01-28 14:00:00,1780,1737,2.41,1
572,2,B6368,Twill,Olive,2024-10-16,2024-10-16 20:00:00,844,811,3.79,1
573,2,B1855,Denim,Sky Blue,2023-05-03,2023-05-03 10:00:00,693,669,3.45,0
574,2,B8343,Twill,Olive,2024-02-24,2024-02-24 16:00:00,1602,1539,3.89,0
575,2,B4519,Interlock,Sky Blue,2024-06-20,2024-06-20 17:00:00,1078,1043,3.19,0
576,2,B5846,Single Jersey,Sky Blue,2024-01-22,2024-01-22 17:00:00,2389,2329,2.48,0
577,2,B8527,Rib,Olive,2023-09-26,2023-09-26 06:00:00,1685,1594,5.39,0
578,2,B6461,Rib,Red,2022-09-29,2022-09-29 07:00:00,2591,2483,4.14,0
579,2,B9681,Rib,Red,2023-01-11,2023-01-11 09:00:00,840,793,5.5,1
580,2,B4926,Denim,White,2022-03-20,2022-03-20 13:00:00,1246,1199,3.71,1
581,2,B9290,Denim,Navy,2023-12-01,2023-12-01 13:00:00,2780,2716,2.27,0
582,2,B9901,Twill,Navy,2022-07-02,2022-07-02 08:00:00,539,522,3.14,0
583,2,B6176,Single Jersey,Olive,2022-07-14,2022-07-14 12:00:00,1243,1212,2.49,0
584,2,B6352,Rib,Olive,2025-04-04,2025-04-04 14:00:00,1427,1370,3.93,0
585,2,B1819,Single Jersey,White,2025-11-14,2025-11-14 16:00:00,2812,2658,5.45,0
586,2,B8837,Rib,Olive,2022-02-16,2022-02-16 17:00:00,1643,1553,5.48,0
587,2,B8851,Twill,Marl Grey,2023-05-16,2023-05-16 12:00:00,2051,1933,5.73,0
588,2,B2069,Interlock,Navy,2024-03-08,2024-03-08 15:00:00,1359,1287,5.25,0
589,2,B5209,Twill,Marl Grey,2023-12-04,2023-12-04 06:00:00,2261,2192,3.05,0
590,2,B1475,Single Jersey,Black,2025-10-31,2025-10-31 13:00:00,697,668,4.13,0
591,2,B4733,Denim,Black,2025-08-02,2025-08-02 16:00:00,2676,2525,5.62,0
592,2,B6576,Rib,Black,2022-09-21,2022-09-21 14:00:00,848,812,4.16,0
593,2,B5759,Interlock,Navy,2023-09-11,2023-09-11 14:00:00,1707,1646,3.56,0
594,2,B9465,Interlock,White,2025-10-24,2025-10-24 14:00:00,2375,2272,4.33,0
595,2,B7077,Twill,Olive,2023-05-22,2023-05-22 14:00:00,2838,2741,3.39,0
596,2,B2821,Denim,Black,2023-12-19,2023-12-19 15:00:00,1233,1201,2.57,0
597,2,B8581,Denim,White,2022-04-04,2022-04-04 14:00:00,803,760,5.28,0
598,2,B4072,Denim,Sky Blue,2024-10-18,2024-10-18 20:00:00,2350,2218,5.59,0
599,2,B6376,Denim,White,2024-11-08,2024-11-08 11:00:00,1725,1627,5.66,0
600,2,B2620,Interlock,Sky Blue,2023-09-13,2023-09-13 08:00:00,1344,1294,3.7,0
601,2,B9570,Twill,White,2025-02-16,2025-02-16 16:00:00,929,907,2.33,0
602,2,B1486,Rib,White,2025-11-16,2025-11-16 14:00:00,2559,2472,3.37,0
603,2,B2869,Single Jersey,White,2024-10-07,2024-10-07 19:00:00,1506,1439,4.44,0
604,2,B9827,Single Jersey,Olive,2022-11-25,2022-11-25 06:00:00,1878,1797,4.31,0
605,2,B3734,Single Jersey,Red,2025-10-18,2025-10-18 08:00:00,2416,2311,4.31,0
606,2,B7966,Twill,White,2023-12-28,2023-12-28 07:00:00,1350,1311,2.88,0
607,2,B6129,Denim,White,2023-08-12,2023-08-12 17:00:00,584,554,5.02,0
608,2,B1194,Interlock,Navy,2023-05-27,2023-05-27 17:00:00,1018,970,4.69,1
609,2,B2991,Single Jersey,White,2023-10-10,2023-10-10 09:00:00,1487,1410,5.15,1
610,2,B9726,Rib,Sky Blue,2023-09-18,2023-09-18 16:00:00,2849,2679,5.94,0
611,2,B6163,Interlock,Black,2025-05-09,2025-05-09 06:00:00,1496,1422,4.89,1
612,2,B9701,Interlock,Sky Blue,2022-06-10,2022-06-10 17:00:00,2691,2551,5.19,0
613,2,B3015,Single Jersey,Olive,2024-12-22,2024-12-22 09:00:00,1842,1800,2.24,0
614,2,B8553,Rib,Red,2022-03-15,2022-03-15 18:00:00,785,740,5.62,0
615,2,B9698,Twill,Navy,2023-10-15,2023-10-15 13:00:00,2052,1948,5.03,0
616,2,B2292,Rib,Marl Grey,2023-11-01,2023-11-01 15:00:00,1928,1850,4.04,0
617,2,B5019,Rib,Olive,2023-06-21,2023-06-21 06:00:00,1491,1413,5.19,1
618,2,B6470,Denim,Olive,2024-03-19,2024-03-19 10:00:00,2262,2208,2.36,0
619,2,B8378,Rib,Black,2024-08-05,2024-08-05 09:00:00,1869,1767,5.44,0
620,2,B8984,Denim,Navy,2022-07-26,2022-07-26 07:00:00,1962,1895,3.39,0
621,2,B7223,Interlock,Navy,2025-03-04,2025-03-04 16:00:00,2109,1986,5.83,0
622,2,B3195,Denim,Navy,2025-11-26,2025-11-26 19:00:00,2431,2335,3.94,0
623,2,B3595,Denim,White,2023-10-08,2023-10-08 12:00:00,2227,2093,5.99,0
624,2,B1076,Interlock,Navy,2024-02-03,2024-02-03 18:00:00,1708,1661,2.71,1
625,2,B5176,Interlock,Black,2022-06-09,2022-06-09 15:00:00,2188,2137,2.31,0
626,2,B8566,Interlock,Marl Grey,2024-11-05,2024-11-05 16:00:00,1338,1293,3.34,0
627,2,B5908,Twill,Sky Blue,2022-05-31,2022-05-31 07:00:00,1587,1552,2.17,0
628,2,B1613,Rib,Marl Grey,2022-12-19,2022-12-19 09:00:00,2794,2677,4.19,0
629,2,B1135,Interlock,Navy,2024-03-04,2024-03-04 20:00:00,2493,2401,3.68,0
630,2,B9341,Single Jersey,Olive,2023-01-12,2023-01-12 14:00:00,1561,1487,4.71,0
631,2,B4766,Denim,Olive,2024-10-02,2024-10-02 15:00:00,1365,1287,5.71,0
632,2,B1735,Twill,Red,2023-07-31,2023-07-31 20:00:00,2147,2081,3.04,0
633,2,B1058,Denim,Navy,2023-10-18,2023-10-18 10:00:00,1209,1160,4.02,0
634,2,B9341,Twill,Sky Blue,2025-02-20,2025-02-20 11:00:00,1604,1516,5.48,0
635,2,B2833,Rib,Sky Blue,2022-06-17,2022-06-17 08:00:00,1846,1769,4.15,0
636,2,B9043,Single Jersey,Red,2023-04-06,2023-04-06 12:00:00,1589,1500,5.55,1
637,2,B2963,Single Jersey,Sky Blue,2025-05-20,2025-05-20 18:00:00,2071,1960,5.36,0
638,2,B1575,Rib,Olive,2025-10-04,2025-10-04 20:00:00,1353,1293,4.36,0
639,2,B2065,Denim,Red,2024-09-07,2024-09-07 17:00:00,1341,1284,4.19,0
640,2,B6884,Denim,Navy,2025-04-24,2025-04-24 13:00:00,1458,1416,2.86,0
641,2,B8364,Single Jersey,Sky Blue,2023-01-05,2023-01-05 15:00:00,1528,1491,2.38,0
642,2,B1204,Denim,Black,2025-06-30,2025-06-30 19:00:00,1929,1875,2.77,0
643,2,B7867,Single Jersey,Navy,2025-11-04,2025-11-04 10:00:00,2732,2663,2.51,0
644,2,B3733,Single Jersey,Olive,2022-04-24,2022-04-24 19:00:00,777,741,4.62,0
645,2,B4811,Single Jersey,White,2025-11-07,2025-11-07 13:00:00,642,610,4.9,0
646,2,B3194,Single Jersey,Olive,2023-03-04,2023-03-04 17:00:00,1644,1606,2.27,1
647,2,B9105,Denim,Sky Blue,2023-12-12,2023-12-12 10:00:00,1614,1575,2.4,0
648,2,B7082,Rib,Sky Blue,2023-03-04,2023-03-04 13:00:00,2756,2629,4.57,1
649,2,B6071,Single Jersey,Marl Grey,2025-05-31,2025-05-31 13:00:00,1091,1062,2.58,0
650,2,B1461,Denim,Marl Grey,2023-05-18,2023-05-18 10:00:00,2785,2676,3.9,0
651,2,B7666,Rib,Navy,2022-03-22,2022-03-22 19:00:00,1226,1183,3.49,0
652,2,B5891,Rib,Navy,2024-04-23,2024-04-23 17:00:00,1686,1651,2.06,0
653,2,B4505,Rib,Red,2024-02-06,2024-02-06 06:00:00,908,885,2.43,0
654,2,B1580,Rib,Olive,2023-10-01,2023-10-01 12:00:00,2067,1982,4.1,1
655,2,B4524,Single Jersey,Red,2022-09-18,2022-09-18 17:00:00,549,534,2.6,0
656,2,B3782,Single Jersey,Navy,2023-09-05,2023-09-05 18:00:00,643,629,2.13,0
657,2,B4873,Twill,Sky Blue,2024-03-05,2024-03-05 11:00:00,2196,2088,4.89,1
658,2,B4220,Twill,White,2024-08-09,2024-08-09 13:00:00,2889,2827,2.12,0
659,2,B6128,Single Jersey,Black,2024-12-09,2024-12-09 18:00:00,892,856,3.98,0
660,2,B1201,Single Jersey,Sky Blue,2024-05-03,2024-05-03 09:00:00,2389,2320,2.86,0
661,2,B1567,Twill,Navy,2022-01-26,2022-01-26 19:00:00,1156,1128,2.37,0
662,2,B7236,Denim,Black,2025-09-01,2025-09-01 12:00:00,2586,2485,3.89,1
663,2,B9120,Rib,Navy,2025-05-23,2025-05-23 11:00:00,991,970,2.1,0
664,2,B5576,Twill,Sky Blue,2022-04-04,2022-04-04 08:00:00,958,900,6.0,1
665,2,B9964,Single Jersey,Red,2023-04-04,2023-04-04 12:00:00,525,504,3.82,0
666,2,B1881,Rib,Sky Blue,2025-02-10,2025-02-10 18:00:00,1423,1351,5.04,0
667,2,B3158,Rib,Olive,2023-06-25,2023-06-25 08:00:00,1090,1064,2.37,0
668,2,B6608,Rib,Navy,2025-08-06,2025-08-06 17:00:00,2907,2817,3.08,1
669,2,B1278,Denim,Olive,2022-03-11,2022-03-11 19:00:00,1749,1662,4.97,0
670,2,B8773,Rib,Red,2024-09-20,2024-09-20 16:00:00,592,575,2.83,0
671,2,B6785,Interlock,Black,2022-02-08,2022-02-08 07:00:00,1420,1339,5.69,0
672,2,B8628,Denim,Sky Blue,2022-06-13,2022-06-13 16:00:00,1729,1644,4.88,1
673,2,B3194,Interlock,Olive,2022-07-16,2022-07-16 12:00:00,1970,1884,4.34,0
674,2,B1607,Rib,Black,2022-10-17,2022-10-17 20:00:00,935,894,4.3,1
675,2,B9798,Denim,Sky Blue,2022-08-13,2022-08-13 20:00:00,872,848,2.68,0
676,2,B7629,Interlock,Marl Grey,2025-03-31,2025-03-31 10:00:00,2984,2828,5.21,0
677,2,B8847,Denim,Red,2023-12-06,2023-12-06 13:00:00,2604,2481,4.7,0
678,2,B7215,Single Jersey,Black,2024-05-03,2024-05-03 10:00:00,2548,2443,4.1,0
679,2,B1387,Denim,Marl Grey,2025-09-08,2025-09-08 07:00:00,1445,1390,3.75,0
680,2,B2794,Denim,Black,2023-02-12,2023-02-12 08:00:00,2509,2429,3.17,0
681,2,B2404,Twill,Olive,2024-10-15,2024-10-15 17:00:00,678,663,2.2,0
682,2,B9668,Rib,Red,2022-05-13,2022-05-13 19:00:00,2990,2815,5.85,0
683,2,B4233,Interlock,Navy,2023-01-01,2023-01-01 10:00:00,1641,1572,4.16,0
684,2,B8357,Single Jersey,White,2022-09-30,2022-09-30 14:00:00,1146,1117,2.47,0
685,2,B7721,Interlock,Olive,2025-10-27,2025-10-27 06:00:00,2268,2205,2.75,0
686,2,B3755,Single Jersey,Navy,2022-09-10,2022-09-10 17:00:00,1316,1250,4.97,0
687,2,B3431,Single Jersey,Olive,2022-08-08,2022-08-08 09:00:00,1846,1808,2.01,0
688,2,B1032,Single Jersey,Black,2025-11-06,2025-11-06 18:00:00,574,549,4.19,0
689,2,B5779,Twill,Red,2024-07-30,2024-07-30 06:00:00,1480,1415,4.37,0
690,2,B9456,Denim,White,2022-01-27,2022-01-27 07:00:00,2827,2657,6.0,0
691,2,B7655,Single Jersey,Black,2024-09-03,2024-09-03 12:00:00,2874,2706,5.82,0
692,2,B3494,Rib,Navy,2025-07-16,2025-07-16 19:00:00,2525,2454,2.81,0
693,2,B9715,Denim,Marl Grey,2023-02-20,2023-02-20 12:00:00,2383,2264,4.96,0
694,2,B1145,Denim,Sky Blue,2022-11-28,2022-11-28 07:00:00,1879,1818,3.2,0
695,2,B9972,Twill,Red,2023-09-26,2023-09-26 06:00:00,1556,1500,3.55,1
696,2,B9438,Interlock,Marl Grey,2024-07-24,2024-07-24 07:00:00,1397,1355,3.0,1
697,2,B5002,Twill,Black,2025-04-13,2025-04-13 07:00:00,893,856,4.09,1
698,2,B7051,Interlock,Olive,2024-05-31,2024-05-31 18:00:00,2553,2487,2.57,0
699,2,B6063,Rib,Black,2023-12-15,2023-12-15 16:00:00,1274,1216,4.54,0
700,2,B1197,Single Jersey,Olive,2022-10-27,2022-10-27 12:00:00,1333,1289,3.3,0
701,2,B7735,Single Jersey,Red,2025-01-10,2025-01-10 15:00:00,1817,1753,3.5,0
702,2,B5102,Interlock,White,2024-10-28,2024-10-28 08:00:00,1619,1530,5.45,0
703,2,B1879,Single Jersey,Black,2023-09-15,2023-09-15 17:00:00,2754,2683,2.55,0
704,2,B1262,Rib,Marl Grey,2024-08-28,2024-08-28 08:00:00,2708,2555,5.64,0
705,2,B3257,Rib,White,2024-07-29,2024-07-29 06:00:00,2329,2226,4.39,0
706,2,B3445,Twill,Navy,2024-12-19,2024-12-19 07:00:00,637,610,4.12,0
707,2,B9140,Interlock,Marl Grey,2024-04-02,2024-04-02 18:00:00,1830,1727,5.62,0
708,2,B6873,Rib,Red,2024-02-12,2024-02-12 11:00:00,1776,1729,2.64,0
709,2,B8445,Single Jersey,Black,2022-12-14,2022-12-14 18:00:00,1706,1665,2.35,0
710,2,B3285,Denim,Marl Grey,2025-07-27,2025-07-27 12:00:00,1859,1813,2.43,1
711,2,B2137,Rib,Sky Blue,2022-04-10,2022-04-10 16:00:00,1840,1777,3.38,1
712,2,B7513,Single Jersey,Black,2025-04-10,2025-04-10 06:00:00,749,720,3.86,0
713,2,B5333,Twill,Red,2024-03-21,2024-03-21 09:00:00,596,582,2.22,0
714,2,B9558,Rib,Red,2024-10-16,2024-10-16 17:00:00,854,835,2.12,0
715,2,B3879,Rib,Navy,2022-03-02,2022-03-02 12:00:00,2825,2685,4.94,0
716,2,B2124,Interlock,Black,2022-07-01,2022-07-01 14:00:00,1012,990,2.12,0
717,2,B7131,Single Jersey,Red,2022-04-16,2022-04-16 19:00:00,2258,2173,3.74,0
718,2,B5236,Interlock,Red,2024-02-24,2024-02-24 08:00:00,688,647,5.88,0
719,2,B3364,Twill,Red,2022-11-01,2022-11-01 19:00:00,1396,1320,5.41,0
720,2,B1412,Single Jersey,White,2025-11-22,2025-11-22 13:00:00,860,831,3.33,1
721,2,B4358,Interlock,Red,2024-10-20,2024-10-20 12:00:00,1109,1075,3.04,0
722,2,B2361,Twill,Red,2024-10-14,2024-10-14 18:00:00,2690,2618,2.68,0
723,2,B2663,Rib,Sky Blue,2025-09-17,2025-09-17 13:00:00,2379,2267,4.67,0
724,2,B1062,Denim,Red,2023-06-24,2023-06-24 11:00:00,2213,2106,4.81,0
725,2,B7556,Rib,Sky Blue,2025-03-20,2025-03-20 20:00:00,1032,999,3.1,1
726,2,B8240,Twill,Sky Blue,2024-09-27,2024-09-27 10:00:00,2735,2631,3.77,0
727,2,B5807,Twill,Red,2022-03-19,2022-03-19 16:00:00,829,790,4.65,0
728,2,B4402,Interlock,Black,2023-10-24,2023-10-24 18:00:00,649,625,3.65,0
729,2,B9360,Interlock,White,2023-10-02,2023-10-02 08:00:00,2816,2705,3.93,0
730,2,B3057,Rib,Olive,2023-08-05,2023-08-05 10:00:00,1613,1528,5.25,0
731,2,B7869,Twill,White,2024-01-23,2024-01-23 11:00:00,1124,1058,5.79,0
732,2,B8091,Interlock,White,2025-02-25,2025-02-25 18:00:00,1959,1906,2.65,0
733,2,B3819,Single Jersey,Red,2023-01-12,2023-01-12 07:00:00,1632,1547,5.2,0
734,2,B3027,Single Jersey,Marl Grey,2022-12-01,2022-12-01 07:00:00,2519,2390,5.1,0
735,2,B9703,Rib,Red,2025-02-25,2025-02-25 09:00:00,1520,1489,2.01,0
736,2,B6025,Rib,Olive,2024-05-27,2024-05-27 19:00:00,2903,2753,5.16,0
737,2,B9236,Rib,Marl Grey,2022-08-12,2022-08-12 18:00:00,765,733,4.11,0
738,2,B7877,Denim,Black,2022-11-04,2022-11-04 06:00:00,2159,2080,3.62,0
739,2,B6690,Single Jersey,Sky Blue,2023-06-13,2023-06-13 08:00:00,912,857,5.97,0
740,2,B7079,Interlock,Navy,2022-10-25,2022-10-25 09:00:00,1642,1603,2.33,0
741,2,B1480,Single Jersey,Marl Grey,2023-04-19,2023-04-19 14:00:00,2144,2096,2.2,0
742,2,B7944,Single Jersey,Sky Blue,2023-05-19,2023-05-19 17:00:00,1481,1421,3.99,1
743,2,B9277,Twill,Black,2022-08-11,2022-08-11 17:00:00,739,718,2.81,1
744,2,B4303,Single Jersey,White,2025-11-17,2025-11-17 15:00:00,2329,2231,4.2,0
745,2,B1810,Single Jersey,Black,2022-06-04,2022-06-04 10:00:00,1630,1595,2.13,1
746,2,B8779,Single Jersey,Navy,2022-01-07,2022-01-07 07:00:00,938,891,5.0,0
747,2,B8645,Denim,Red,2025-08-08,2025-08-08 16:00:00,686,650,5.12,1
748,2,B7356,Rib,Sky Blue,2024-10-12,2024-10-12 18:00:00,1953,1860,4.73,0
749,2,B1834,Denim,Olive,2022-10-10,2022-10-10 16:00:00,903,863,4.33,0
750,2,B8645,Denim,Olive,2023-08-13,2023-08-13 07:00:00,1993,1879,5.69,0
751,2,B4375,Twill,Olive,2024-02-26,2024-02-26 07:00:00,1415,1367,3.35,0
752,2,B1370,Twill,Navy,2024-03-12,2024-03-12 13:00:00,2786,2671,4.11,0
753,2,B9562,Single Jersey,Red,2024-11-12,2024-11-12 06:00:00,1063,1008,5.12,0
754,2,B4714,Twill,Black,2024-11-30,2024-11-30 17:00:00,2201,2147,2.42,1
755,2,B9388,Single Jersey,Sky Blue,2024-05-05,2024-05-05 20:00:00,2425,2281,5.9,0
756,2,B4322,Denim,Sky Blue,2023-10-28,2023-10-28 13:00:00,2908,2776,4.53,0
757,2,B9034,Single Jersey,White,2025-05-21,2025-05-21 06:00:00,1310,1258,3.94,0
758,2,B8330,Twill,White,2025-08-21,2025-08-21 18:00:00,934,881,5.6,1
759,2,B5698,Denim,Black,2022-01-19,2022-01-19 19:00:00,2748,2652,3.47,0
760,2,B9200,Single Jersey,Black,2025-06-20,2025-06-20 10:00:00,1195,1139,4.61,0
761,2,B4181,Rib,Navy,2024-01-29,2024-01-29 19:00:00,2118,1993,5.86,0
762,2,B2991,Twill,White,2025-05-21,2025-05-21 16:00:00,655,621,5.16,0
763,2,B7265,Denim,Olive,2023-08-24,2023-08-24 06:00:00,2367,2295,3.04,0
764,2,B7372,Twill,Marl Grey,2023-12-21,2023-12-21 07:00:00,1960,1915,2.27,0
765,2,B5028,Denim,Sky Blue,2024-05-01,2024-05-01 08:00:00,1993,1897,4.79,0
766,2,B2465,Interlock,Black,2022-10-09,2022-10-09 19:00:00,972,919,5.35,0
767,2,B3378,Twill,Black,2024-06-02,2024-06-02 09:00:00,518,497,3.92,1
768,2,B6963,Single Jersey,Sky Blue,2022-02-09,2022-02-09 08:00:00,2640,2506,5.07,0
769,2,B5621,Rib,Marl Grey,2023-06-07,2023-06-07 15:00:00,960,916,4.48,0
770,2,B3243,Interlock,White,2022-08-01,2022-08-01 06:00:00,1699,1630,4.01,0
771,2,B5938,Single Jersey,Marl Grey,2022-04-25,2022-04-25 19:00:00,2241,2142,4.4,0
772,2,B1253,Interlock,Sky Blue,2023-08-04,2023-08-04 20:00:00,1436,1404,2.19,1
773,2,B2167,Twill,Red,2025-06-11,2025-06-11 12:00:00,1993,1892,5.05,0
774,2,B5764,Twill,Marl Grey,2024-01-30,2024-01-30 15:00:00,1503,1459,2.92,0
775,2,B6406,Rib,Olive,2023-09-22,2023-09-22 06:00:00,2752,2686,2.36,1
776,2,B2941,Interlock,Red,2023-07-25,2023-07-25 13:00:00,2222,2154,3.04,0
777,2,B9283,Denim,Sky Blue,2022-06-15,2022-06-15 13:00:00,2238,2116,5.42,0
778,2,B5043,Denim,Olive,2024-06-09,2024-06-09 07:00:00,1814,1723,4.98,0
779,2,B3241,Denim,Sky Blue,2023-12-29,2023-12-29 11:00:00,812,766,5.62,0
780,2,B2613,Rib,Navy,2024-08-05,2024-08-05 14:00:00,2925,2822,3.49,0
781,2,B2613,Interlock,Olive,2025-10-05,2025-10-05 16:00:00,1563,1522,2.62,0
782,2,B1747,Denim,Red,2024-12-01,2024-12-01 08:00:00,1158,1124,2.91,0
783,2,B5843,Interlock,Red,2025-01-18,2025-01-18 13:00:00,2014,1911,5.09,0
784,2,B8676,Rib,Black,2024-06-28,2024-06-28 13:00:00,1966,1921,2.26,1
785,2,B4335,Single Jersey,Sky Blue,2025-05-27,2025-05-27 18:00:00,2548,2449,3.86,0
786,2,B5318,Twill,White,2024-09-22,2024-09-22 09:00:00,1441,1384,3.92,0
787,2,B2600,Twill,Olive,2025-10-04,2025-10-04 18:00:00,1757,1653,5.91,0
788,2,B4042,Twill,Olive,2025-10-09,2025-10-09 11:00:00,798,755,5.36,0
789,2,B8520,Rib,Red,2023-01-02,2023-01-02 10:00:00,704,685,2.65,0
790,2,B7462,Denim,Red,2025-08-04,2025-08-04 14:00:00,1104,1042,5.57,0
791,2,B5919,Single Jersey,Red,2024-03-14,2024-03-14 13:00:00,2206,2124,3.71,0
792,2,B7180,Rib,Navy,2023-07-19,2023-07-19 17:00:00,2458,2315,5.78,0
793,2,B4383,Interlock,Navy,2025-05-09,2025-05-09 12:00:00,2746,2584,5.87,0
794,2,B3266,Interlock,White,2022-04-30,2022-04-30 17:00:00,1013,983,2.87,0
795,2,B9256,Twill,White,2024-08-05,2024-08-05 06:00:00,713,687,3.63,0
796,2,B5313,Denim,White,2022-09-24,2022-09-24 06:00:00,2111,2018,4.37,0
797,2,B6482,Interlock,Sky Blue,2024-05-19,2024-05-19 06:00:00,1463,1418,3.04,0
798,2,B9598,Denim,Sky Blue,2024-08-18,2024-08-18 17:00:00,1093,1050,3.9,0
799,2,B2373,Interlock,White,2024-02-14,2024-02-14 06:00:00,2340,2253,3.72,0
800,2,B6149,Rib,Marl Grey,2022-08-02,2022-08-02 13:00:00,1817,1750,3.65,1
801,2,B9195,Denim,Red,2025-03-26,2025-03-26 08:00:00,2547,2423,4.84,0
802,2,B8148,Single Jersey,White,2022-06-11,2022-06-11 10:00:00,613,594,2.96,0
803,2,B3411,Rib,Red,2024-12-04,2024-12-04 08:00:00,1360,1285,5.44,0
804,2,B8461,Rib,Navy,2024-02-12,2024-02-12 16:00:00,744,708,4.82,0
805,2,B3412,Twill,Black,2023-10-20,2023-10-20 19:00:00,935,887,5.05,0
806,2,B7078,Twill,Red,2023-09-06,2023-09-06 12:00:00,2985,2910,2.48,0
807,2,B3693,Single Jersey,Sky Blue,2024-09-24,2024-09-24 11:00:00,1706,1661,2.63,0
808,2,B2868,Interlock,Olive,2023-02-24,2023-02-24 06:00:00,2762,2662,3.62,0
809,2,B7140,Rib,Black,2025-05-08,2025-05-08 15:00:00,2240,2109,5.82,1
810,2,B3935,Rib,Black,2025-10-13,2025-10-13 15:00:00,1238,1176,4.99,0
811,2,B1227,Single Jersey,Olive,2025-09-03,2025-09-03 19:00:00,1255,1195,4.71,0
812,2,B2268,Single Jersey,Red,2024-10-13,2024-10-13 13:00:00,2737,2679,2.1,1
813,2,B1316,Rib,Sky Blue,2023-06-09,2023-06-09 20:00:00,829,799,3.6,0
814,2,B1644,Interlock,Marl Grey,2022-09-28,2022-09-28 09:00:00,544,512,5.77,0
815,2,B4418,Rib,Red,2024-11-26,2024-11-26 12:00:00,2379,2313,2.73,0
816,2,B4667,Single Jersey,Sky Blue,2022-07-26,2022-07-26 13:00:00,2304,2243,2.64,0
817,2,B8098,Rib,White,2025-06-03,2025-06-03 06:00:00,521,499,4.16,0
818,2,B7515,Interlock,Olive,2024-05-10,2024-05-10 17:00:00,749,729,2.63,0
819,2,B6325,Single Jersey,Marl Grey,2023-07-28,2023-07-28 08:00:00,2972,2886,2.88,0
820,2,B8569,Rib,Sky Blue,2024-01-16,2024-01-16 08:00:00,2520,2451,2.72,0
821,2,B2931,Twill,Navy,2023-12-29,2023-12-29 18:00:00,1925,1836,4.61,0
822,2,B8032,Single Jersey,Navy,2024-07-14,2024-07-14 16:00:00,2263,2152,4.87,0
823,2,B6425,Rib,Red,2025-05-14,2025-05-14 09:00:00,1180,1130,4.21,0
824,2,B9015,Interlock,White,2024-11-04,2024-11-04 06:00:00,2901,2799,3.49,0
825,2,B9284,Denim,Red,2025-08-27,2025-08-27 13:00:00,1734,1642,5.26,0
826,2,B6953,Twill,Sky Blue,2025-05-18,2025-05-18 16:00:00,588,572,2.68,0
827,2,B2692,Denim,Sky Blue,2023-04-16,2023-04-16 18:00:00,1203,1150,4.38,0
828,2,B2273,Interlock,Sky Blue,2023-01-21,2023-01-21 06:00:00,1725,1629,5.53,0
829,2,B5579,Interlock,White,2022-05-28,2022-05-28 08:00:00,2844,2683,5.66,0
830,2,B3570,Interlock,Navy,2024-12-18,2024-12-18 08:00:00,1512,1469,2.83,1
831,2,B5008,Interlock,Black,2025-06-05,2025-06-05 16:00:00,666,648,2.62,0
832,2,B6429,Interlock,Sky Blue,2025-06-17,2025-06-17 09:00:00,743,724,2.45,0
833,2,B6531,Interlock,Olive,2024-12-08,2024-12-08 14:00:00,636,617,2.9,0
834,2,B5666,Rib,White,2024-02-17,2024-02-17 20:00:00,1293,1228,5.02,0
835,2,B3657,Interlock,Sky Blue,2024-10-06,2024-10-06 12:00:00,1508,1454,3.58,0
836,2,B3166,Single Jersey,Sky Blue,2025-11-19,2025-11-19 17:00:00,2701,2644,2.11,0
837,2,B9820,Rib,Black,2024-10-04,2024-10-04 18:00:00,1017,962,5.33,0
838,2,B5427,Single Jersey,Navy,2023-11-02,2023-11-02 18:00:00,2874,2809,2.23,0
839,2,B7435,Interlock,Sky Blue,2022-02-22,2022-02-22 07:00:00,2962,2829,4.46,0
840,2,B3337,Rib,Red,2025-11-25,2025-11-25 10:00:00,2144,2084,2.79,0
841,2,B7089,Interlock,Navy,2025-09-12,2025-09-12 15:00:00,768,724,5.63,0
842,2,B5394,Single Jersey,White,2024-01-22,2024-01-22 18:00:00,1332,1257,5.61,0
843,2,B2602,Denim,Navy,2025-06-22,2025-06-22 09:00:00,1240,1195,3.58,1
844,2,B2636,Twill,Olive,2024-02-01,2024-02-01 12:00:00,1450,1379,4.89,0
845,2,B5490,Twill,Olive,2022-10-02,2022-10-02 20:00:00,1119,1066,4.67,0
846,2,B7531,Interlock,Red,2024-07-01,2024-07-01 06:00:00,921,869,5.59,0
847,2,B7975,Single Jersey,Red,2025-11-24,2025-11-24 08:00:00,1436,1405,2.11,0
848,2,B9733,Interlock,Olive,2023-07-12,2023-07-12 17:00:00,1062,1029,3.08,0
849,2,B2734,Single Jersey,Olive,2022-05-15,2022-05-15 11:00:00,1443,1364,5.44,0
850,2,B2541,Interlock,Navy,2024-10-09,2024-10-09 10:00:00,1071,1045,2.4,0
851,2,B4895,Single Jersey,White,2024-12-22,2024-12-22 16:00:00,2308,2217,3.94,0
852,2,B3288,Interlock,Red,2024-12-29,2024-12-29 17:00:00,2979,2803,5.9,0
853,2,B5117,Rib,Navy,2024-09-29,2024-09-29 19:00:00,882,846,4.01,0
854,2,B5167,Interlock,Marl Grey,2022-03-13,2022-03-13 17:00:00,2710,2570,5.16,0
855,2,B1121,Interlock,Sky Blue,2024-06-07,2024-06-07 13:00:00,2723,2615,3.93,1
856,2,B7262,Denim,Navy,2023-07-18,2023-07-18 15:00:00,1355,1280,5.52,0
